step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
7/14/2022 19:14:33,7/14/2022 23:04:12,7/15/2022 0:36:30,7/15/2022 4:39:35,7/15/2022 5:39:43,7/15/2022 6:10:33,7/15/2022 6:17:38,7/15/2022 9:42:59
7/14/2022 19:39:30,7/14/2022 22:07:25,7/15/2022 1:58:50,7/15/2022 5:51:02,7/15/2022 6:40:17,7/15/2022 7:48:37,7/15/2022 7:49:23,7/15/2022 10:56:23
7/14/2022 20:34:18,7/15/2022 1:15:18,7/15/2022 2:13:26,7/15/2022 5:30:06,7/15/2022 9:11:20,7/15/2022 12:17:35,7/15/2022 14:48:12,7/15/2022 17:49:52
7/14/2022 21:39:00,7/15/2022 1:19:15,7/15/2022 3:49:23,7/15/2022 5:33:09,7/15/2022 9:36:49,7/15/2022 13:18:22,7/15/2022 18:03:51,7/15/2022 18:19:25
7/14/2022 22:48:51,7/14/2022 23:51:05,7/15/2022 4:42:07,7/15/2022 5:40:59,7/15/2022 9:20:11,7/15/2022 13:42:19,7/15/2022 15:17:17,7/15/2022 16:11:06
7/15/2022 0:42:58,7/15/2022 3:28:31,7/15/2022 6:23:20,7/15/2022 10:04:10,7/15/2022 14:53:06,7/15/2022 17:40:12,7/15/2022 19:40:12,7/15/2022 22:55:11
7/15/2022 1:22:31,7/15/2022 3:33:25,7/15/2022 5:08:14,7/15/2022 7:35:56,7/15/2022 9:06:01,7/15/2022 10:59:45,7/15/2022 15:35:40,7/15/2022 20:08:29
7/15/2022 2:58:55,7/15/2022 6:21:38,7/15/2022 6:58:08,7/15/2022 11:44:27,7/15/2022 12:58:16,7/15/2022 15:50:07,7/15/2022 16:31:44,7/15/2022 17:22:44
7/15/2022 3:32:12,7/15/2022 6:22:12,7/15/2022 7:54:37,7/15/2022 12:36:04,7/15/2022 13:43:57,7/15/2022 18:35:14,7/15/2022 19:43:26,7/15/2022 20:10:50
7/15/2022 4:34:12,7/15/2022 8:44:14,7/15/2022 8:46:18,7/15/2022 9:09:27,7/15/2022 11:34:21,7/15/2022 12:02:43,7/15/2022 15:29:48,7/15/2022 19:13:51
7/15/2022 5:05:09,7/15/2022 6:59:31,7/15/2022 7:16:31,7/15/2022 9:28:12,7/15/2022 12:19:40,7/15/2022 15:06:05,7/15/2022 16:31:38,7/15/2022 18:26:38
7/15/2022 5:41:28,7/15/2022 6:23:27,7/15/2022 11:06:02,7/15/2022 12:09:25,7/15/2022 13:56:20,7/15/2022 18:53:24,7/15/2022 22:19:44,7/16/2022 2:13:20
7/15/2022 6:08:59,7/15/2022 6:14:25,7/15/2022 9:44:25,7/15/2022 12:52:20,7/15/2022 15:39:14,7/15/2022 15:56:11,7/15/2022 18:11:47,7/15/2022 20:31:42
7/15/2022 6:59:33,7/15/2022 11:52:33,7/15/2022 12:32:46,7/15/2022 16:26:46,7/15/2022 17:50:46,7/15/2022 20:39:07,7/15/2022 22:27:23,7/16/2022 2:39:52
7/15/2022 7:42:30,7/15/2022 8:22:52,7/15/2022 9:37:26,7/15/2022 13:16:10,7/15/2022 13:37:10,7/15/2022 16:21:04,7/15/2022 16:41:56,7/15/2022 20:07:11
7/15/2022 8:45:23,7/15/2022 12:21:08,7/15/2022 16:52:46,7/15/2022 20:22:28,7/16/2022 0:59:50,7/16/2022 4:45:26,7/16/2022 5:47:31,7/16/2022 10:32:21
7/15/2022 10:02:55,7/15/2022 11:10:32,7/15/2022 12:11:16,7/15/2022 15:33:03,7/15/2022 19:45:20,7/15/2022 23:34:19,7/16/2022 2:34:10,7/16/2022 5:26:15
7/15/2022 11:14:34,7/15/2022 16:07:40,7/15/2022 16:29:13,7/15/2022 18:48:34,7/15/2022 19:52:04,7/15/2022 20:25:35,7/15/2022 21:07:09,7/15/2022 22:04:02
7/15/2022 12:01:19,7/15/2022 13:11:19,7/15/2022 14:06:30,7/15/2022 16:29:32,7/15/2022 18:39:41,7/15/2022 22:43:43,7/15/2022 23:54:34,7/16/2022 3:35:55
7/15/2022 12:43:12,7/15/2022 13:45:57,7/15/2022 14:01:43,7/15/2022 14:41:17,7/15/2022 16:57:17,7/15/2022 21:19:31,7/16/2022 2:17:24,7/16/2022 6:53:36
7/15/2022 14:03:42,7/15/2022 17:39:41,7/15/2022 19:41:30,7/16/2022 0:00:30,7/16/2022 4:25:54,7/16/2022 5:57:05,7/16/2022 8:12:13,7/16/2022 9:20:03
7/15/2022 14:26:41,7/15/2022 18:55:10,7/15/2022 23:50:53,7/16/2022 0:51:39,7/16/2022 1:32:39,7/16/2022 2:32:21,7/16/2022 7:21:44,7/16/2022 11:28:46
7/15/2022 14:42:29,7/15/2022 17:57:03,7/15/2022 19:28:34,7/15/2022 21:01:37,7/15/2022 21:08:45,7/15/2022 22:01:33,7/16/2022 1:42:22,7/16/2022 2:01:27
7/15/2022 15:15:58,7/15/2022 16:43:08,7/15/2022 17:22:11,7/15/2022 19:18:38,7/15/2022 21:33:41,7/16/2022 1:08:26,7/16/2022 4:04:26,7/16/2022 8:04:26
7/15/2022 15:57:55,7/15/2022 16:04:22,7/15/2022 19:06:29,7/15/2022 19:07:29,7/16/2022 0:02:24,7/16/2022 2:04:34,7/16/2022 2:33:31,7/16/2022 4:00:00
7/15/2022 16:15:12,7/15/2022 17:53:34,7/15/2022 20:31:39,7/15/2022 22:10:40,7/16/2022 2:33:25,7/16/2022 3:54:03,7/16/2022 7:55:29,7/16/2022 11:45:20
7/15/2022 18:02:13,7/15/2022 18:31:56,7/15/2022 19:31:25,7/15/2022 22:28:58,7/16/2022 3:28:12,7/16/2022 4:55:23,7/16/2022 5:55:47,7/16/2022 6:33:39
7/15/2022 18:30:52,7/15/2022 19:52:23,7/15/2022 22:17:27,7/16/2022 0:04:12,7/16/2022 2:19:51,7/16/2022 3:55:04,7/16/2022 8:07:08,7/16/2022 12:45:39
7/15/2022 18:50:56,7/15/2022 22:53:43,7/16/2022 3:50:20,7/16/2022 8:48:24,7/16/2022 10:54:44,7/16/2022 13:09:11,7/16/2022 16:17:15,7/16/2022 18:35:53
7/15/2022 20:14:45,7/16/2022 1:06:46,7/16/2022 3:55:08,7/16/2022 5:45:18,7/16/2022 8:47:21,7/16/2022 10:33:55,7/16/2022 12:09:42,7/16/2022 14:51:10
7/15/2022 20:39:07,7/16/2022 0:51:06,7/16/2022 3:47:07,7/16/2022 6:22:22,7/16/2022 6:27:43,7/16/2022 8:54:17,7/16/2022 11:38:57,7/16/2022 16:12:20
7/15/2022 22:39:39,7/15/2022 22:54:17,7/16/2022 1:48:50,7/16/2022 4:00:42,7/16/2022 6:02:54,7/16/2022 10:01:00,7/16/2022 10:57:14,7/16/2022 11:25:25
7/16/2022 0:23:08,7/16/2022 3:42:21,7/16/2022 4:50:29,7/16/2022 9:29:30,7/16/2022 13:43:10,7/16/2022 13:54:00,7/16/2022 15:44:57,7/16/2022 17:17:51
7/16/2022 2:00:04,7/16/2022 6:12:59,7/16/2022 9:42:18,7/16/2022 12:13:51,7/16/2022 15:58:52,7/16/2022 20:16:11,7/16/2022 20:56:26,7/16/2022 23:14:18
7/16/2022 3:04:35,7/16/2022 7:23:04,7/16/2022 11:26:59,7/16/2022 12:52:30,7/16/2022 17:06:18,7/16/2022 21:49:23,7/17/2022 2:39:55,7/17/2022 4:47:39
7/16/2022 3:32:02,7/16/2022 8:20:01,7/16/2022 9:10:22,7/16/2022 9:50:51,7/16/2022 12:53:20,7/16/2022 17:40:24,7/16/2022 20:29:02,7/16/2022 22:32:26
7/16/2022 4:53:01,7/16/2022 8:41:17,7/16/2022 12:55:45,7/16/2022 15:23:47,7/16/2022 15:29:03,7/16/2022 19:58:06,7/17/2022 0:27:16,7/17/2022 3:07:24
7/16/2022 5:26:08,7/16/2022 6:00:17,7/16/2022 10:30:15,7/16/2022 10:39:36,7/16/2022 12:50:09,7/16/2022 16:01:29,7/16/2022 20:14:29,7/17/2022 0:49:59
7/16/2022 6:01:03,7/16/2022 7:54:59,7/16/2022 11:36:58,7/16/2022 11:56:18,7/16/2022 15:31:34,7/16/2022 20:32:11,7/17/2022 0:33:41,7/17/2022 1:24:19
7/16/2022 6:26:56,7/16/2022 6:38:06,7/16/2022 10:18:48,7/16/2022 11:25:01,7/16/2022 13:19:36,7/16/2022 16:29:08,7/16/2022 18:29:18,7/16/2022 18:37:28
7/16/2022 8:10:38,7/16/2022 9:47:32,7/16/2022 12:19:05,7/16/2022 15:11:49,7/16/2022 17:37:52,7/16/2022 22:25:37,7/17/2022 2:16:57,7/17/2022 2:54:47
7/16/2022 8:17:49,7/16/2022 11:27:55,7/16/2022 14:08:43,7/16/2022 14:53:57,7/16/2022 15:17:27,7/16/2022 15:47:44,7/16/2022 16:46:11,7/16/2022 18:18:26
7/16/2022 9:45:49,7/16/2022 11:23:39,7/16/2022 14:56:04,7/16/2022 19:18:39,7/16/2022 22:33:52,7/17/2022 2:47:22,7/17/2022 5:16:52,7/17/2022 6:43:50
7/16/2022 11:01:35,7/16/2022 13:00:25,7/16/2022 15:49:59,7/16/2022 19:03:16,7/16/2022 22:24:32,7/17/2022 2:13:33,7/17/2022 6:35:04,7/17/2022 8:02:23
7/16/2022 12:35:05,7/16/2022 13:32:51,7/16/2022 18:28:53,7/16/2022 19:04:29,7/16/2022 21:24:21,7/17/2022 0:48:47,7/17/2022 4:59:49,7/17/2022 6:30:32
7/16/2022 13:42:42,7/16/2022 18:09:04,7/16/2022 21:34:33,7/17/2022 0:50:51,7/17/2022 4:45:03,7/17/2022 6:42:42,7/17/2022 7:25:00,7/17/2022 9:35:41
7/16/2022 14:08:26,7/16/2022 16:53:25,7/16/2022 17:47:56,7/16/2022 19:01:27,7/16/2022 19:46:47,7/16/2022 22:27:52,7/17/2022 1:06:00,7/17/2022 4:07:35
7/16/2022 15:08:32,7/16/2022 18:49:06,7/16/2022 21:08:34,7/16/2022 23:08:15,7/16/2022 23:39:52,7/17/2022 1:46:05,7/17/2022 5:32:23,7/17/2022 9:21:09
7/16/2022 15:19:10,7/16/2022 19:25:08,7/16/2022 21:49:08,7/16/2022 23:16:44,7/17/2022 1:08:52,7/17/2022 4:39:55,7/17/2022 7:00:10,7/17/2022 8:53:54
7/16/2022 15:41:32,7/16/2022 17:40:25,7/16/2022 18:06:03,7/16/2022 21:31:18,7/17/2022 2:29:30,7/17/2022 5:20:14,7/17/2022 8:10:13,7/17/2022 8:52:43
7/16/2022 16:34:51,7/16/2022 19:38:00,7/16/2022 23:32:27,7/17/2022 2:31:59,7/17/2022 5:20:18,7/17/2022 9:16:20,7/17/2022 9:28:26,7/17/2022 11:38:43
7/16/2022 18:04:38,7/16/2022 21:17:55,7/17/2022 2:04:16,7/17/2022 5:34:41,7/17/2022 9:44:32,7/17/2022 12:59:23,7/17/2022 16:50:59,7/17/2022 17:17:08
7/16/2022 18:20:10,7/16/2022 20:51:56,7/17/2022 0:01:00,7/17/2022 2:05:03,7/17/2022 4:17:57,7/17/2022 8:32:26,7/17/2022 13:22:14,7/17/2022 13:26:21
7/16/2022 20:11:56,7/16/2022 23:58:19,7/17/2022 4:40:09,7/17/2022 7:10:58,7/17/2022 7:13:08,7/17/2022 10:44:55,7/17/2022 13:54:05,7/17/2022 15:54:18
7/16/2022 21:53:12,7/16/2022 23:14:24,7/16/2022 23:16:55,7/17/2022 3:22:03,7/17/2022 5:52:01,7/17/2022 10:11:12,7/17/2022 13:53:00,7/17/2022 15:31:08
7/16/2022 23:39:48,7/17/2022 1:53:31,7/17/2022 2:18:21,7/17/2022 6:20:28,7/17/2022 6:43:52,7/17/2022 8:19:57,7/17/2022 9:14:42,7/17/2022 9:51:21
7/17/2022 1:18:51,7/17/2022 2:46:39,7/17/2022 4:15:14,7/17/2022 5:18:59,7/17/2022 8:04:45,7/17/2022 8:19:15,7/17/2022 10:43:23,7/17/2022 15:36:17
7/17/2022 2:33:31,7/17/2022 7:30:36,7/17/2022 10:17:39,7/17/2022 13:53:05,7/17/2022 15:30:14,7/17/2022 20:25:48,7/17/2022 23:25:37,7/18/2022 3:50:48
7/17/2022 3:51:05,7/17/2022 6:50:11,7/17/2022 7:58:41,7/17/2022 10:37:54,7/17/2022 15:14:17,7/17/2022 18:45:49,7/17/2022 19:36:08,7/17/2022 21:32:06
7/17/2022 4:29:40,7/17/2022 6:07:55,7/17/2022 10:38:33,7/17/2022 14:00:20,7/17/2022 14:34:41,7/17/2022 16:06:50,7/17/2022 19:06:03,7/17/2022 22:26:06
7/17/2022 6:10:24,7/17/2022 9:43:45,7/17/2022 12:22:52,7/17/2022 16:42:08,7/17/2022 20:16:37,7/17/2022 22:45:30,7/18/2022 2:38:02,7/18/2022 5:57:27
7/17/2022 6:54:19,7/17/2022 9:15:52,7/17/2022 12:38:06,7/17/2022 16:34:18,7/17/2022 18:46:24,7/17/2022 22:03:21,7/18/2022 0:21:23,7/18/2022 0:53:09
7/17/2022 7:54:33,7/17/2022 11:34:09,7/17/2022 14:50:26,7/17/2022 15:39:56,7/17/2022 19:52:31,7/17/2022 23:19:59,7/18/2022 3:56:36,7/18/2022 8:22:44
7/17/2022 8:29:09,7/17/2022 12:13:05,7/17/2022 15:15:25,7/17/2022 15:25:20,7/17/2022 17:53:13,7/17/2022 22:08:18,7/18/2022 1:35:15,7/18/2022 3:14:25
7/17/2022 8:59:39,7/17/2022 11:53:39,7/17/2022 12:02:00,7/17/2022 14:46:40,7/17/2022 18:55:11,7/17/2022 19:02:59,7/17/2022 23:56:13,7/18/2022 0:56:32
7/17/2022 10:50:43,7/17/2022 11:29:36,7/17/2022 15:26:39,7/17/2022 17:08:44,7/17/2022 21:50:12,7/18/2022 0:10:07,7/18/2022 2:36:47,7/18/2022 5:05:34
7/17/2022 11:19:47,7/17/2022 13:56:37,7/17/2022 14:04:25,7/17/2022 18:40:44,7/17/2022 22:09:00,7/17/2022 22:36:21,7/18/2022 1:49:15,7/18/2022 2:34:53
7/17/2022 12:09:55,7/17/2022 16:16:41,7/17/2022 18:50:56,7/17/2022 18:51:41,7/17/2022 22:27:56,7/18/2022 1:30:47,7/18/2022 2:00:34,7/18/2022 3:44:52
7/17/2022 14:00:27,7/17/2022 17:11:56,7/17/2022 18:15:56,7/17/2022 20:13:15,7/17/2022 22:33:16,7/18/2022 2:29:43,7/18/2022 2:45:47,7/18/2022 3:05:29
7/17/2022 14:55:48,7/17/2022 18:30:55,7/17/2022 21:24:58,7/18/2022 2:17:14,7/18/2022 6:00:32,7/18/2022 7:32:14,7/18/2022 11:17:59,7/18/2022 14:44:17
7/17/2022 16:38:28,7/17/2022 21:31:50,7/18/2022 2:12:56,7/18/2022 6:04:35,7/18/2022 8:51:22,7/18/2022 13:22:35,7/18/2022 14:53:53,7/18/2022 16:57:08
7/17/2022 18:28:50,7/17/2022 20:51:07,7/18/2022 0:10:50,7/18/2022 1:30:43,7/18/2022 1:33:33,7/18/2022 4:17:09,7/18/2022 6:27:21,7/18/2022 8:05:34
7/17/2022 19:20:12,7/17/2022 22:35:58,7/18/2022 3:29:01,7/18/2022 6:00:05,7/18/2022 10:38:02,7/18/2022 13:18:01,7/18/2022 16:51:16,7/18/2022 20:04:45
7/17/2022 19:41:55,7/17/2022 23:20:54,7/18/2022 1:01:51,7/18/2022 2:22:45,7/18/2022 4:01:08,7/18/2022 8:40:27,7/18/2022 11:24:55,7/18/2022 11:43:26
7/17/2022 20:35:32,7/17/2022 21:36:58,7/17/2022 22:29:47,7/17/2022 22:56:02,7/18/2022 1:56:33,7/18/2022 6:02:21,7/18/2022 9:39:13,7/18/2022 14:39:23
7/17/2022 22:20:59,7/18/2022 0:51:17,7/18/2022 5:28:46,7/18/2022 9:09:46,7/18/2022 10:18:13,7/18/2022 11:30:33,7/18/2022 16:01:55,7/18/2022 19:03:02
7/17/2022 23:43:17,7/18/2022 2:28:41,7/18/2022 4:49:08,7/18/2022 7:08:41,7/18/2022 8:39:07,7/18/2022 13:30:38,7/18/2022 14:07:04,7/18/2022 18:07:07
7/18/2022 0:18:42,7/18/2022 2:56:22,7/18/2022 5:17:34,7/18/2022 9:47:35,7/18/2022 12:10:21,7/18/2022 13:48:33,7/18/2022 15:06:46,7/18/2022 15:42:46
7/18/2022 1:07:45,7/18/2022 2:56:05,7/18/2022 7:41:52,7/18/2022 11:32:09,7/18/2022 14:44:29,7/18/2022 15:36:16,7/18/2022 20:12:56,7/19/2022 0:50:42
7/18/2022 1:32:55,7/18/2022 2:28:55,7/18/2022 4:01:23,7/18/2022 8:22:24,7/18/2022 13:07:26,7/18/2022 16:49:08,7/18/2022 19:47:24,7/18/2022 22:09:28
7/18/2022 2:53:55,7/18/2022 6:01:04,7/18/2022 8:40:44,7/18/2022 9:45:34,7/18/2022 10:03:06,7/18/2022 12:52:47,7/18/2022 14:31:44,7/18/2022 19:06:57
7/18/2022 3:47:36,7/18/2022 5:38:42,7/18/2022 6:07:38,7/18/2022 9:53:23,7/18/2022 13:42:49,7/18/2022 17:18:00,7/18/2022 21:36:02,7/19/2022 0:19:13
7/18/2022 4:16:01,7/18/2022 5:39:16,7/18/2022 10:31:10,7/18/2022 13:17:09,7/18/2022 13:42:35,7/18/2022 14:31:57,7/18/2022 17:25:12,7/18/2022 21:07:44
7/18/2022 4:43:41,7/18/2022 6:22:51,7/18/2022 7:08:31,7/18/2022 10:16:53,7/18/2022 14:57:17,7/18/2022 17:31:16,7/18/2022 22:29:35,7/18/2022 23:38:08
7/18/2022 5:10:04,7/18/2022 9:02:57,7/18/2022 12:02:45,7/18/2022 14:17:01,7/18/2022 19:15:07,7/18/2022 20:12:17,7/18/2022 22:39:44,7/19/2022 1:24:02
7/18/2022 5:54:40,7/18/2022 8:16:02,7/18/2022 13:10:53,7/18/2022 17:42:33,7/18/2022 22:00:51,7/19/2022 2:08:32,7/19/2022 4:30:37,7/19/2022 4:54:40
7/18/2022 6:39:04,7/18/2022 11:21:16,7/18/2022 12:00:35,7/18/2022 12:14:11,7/18/2022 16:56:32,7/18/2022 20:47:29,7/19/2022 1:07:47,7/19/2022 2:22:16
7/18/2022 7:11:35,7/18/2022 9:52:22,7/18/2022 10:31:48,7/18/2022 12:55:16,7/18/2022 15:06:38,7/18/2022 15:09:11,7/18/2022 18:10:10,7/18/2022 18:37:24
7/18/2022 7:15:23,7/18/2022 12:12:56,7/18/2022 14:19:50,7/18/2022 14:32:30,7/18/2022 16:03:25,7/18/2022 17:12:03,7/18/2022 21:11:44,7/18/2022 23:02:20
7/18/2022 7:31:43,7/18/2022 11:00:59,7/18/2022 14:10:43,7/18/2022 15:35:16,7/18/2022 18:59:43,7/18/2022 20:59:48,7/19/2022 0:52:28,7/19/2022 5:14:32
7/18/2022 9:04:00,7/18/2022 13:01:14,7/18/2022 13:31:04,7/18/2022 18:16:52,7/18/2022 19:47:04,7/18/2022 23:50:14,7/19/2022 1:51:49,7/19/2022 5:06:24
7/18/2022 10:14:06,7/18/2022 10:48:52,7/18/2022 12:37:43,7/18/2022 15:57:24,7/18/2022 20:05:32,7/18/2022 20:55:54,7/19/2022 1:41:44,7/19/2022 3:38:58
7/18/2022 11:42:23,7/18/2022 12:15:03,7/18/2022 12:42:27,7/18/2022 13:13:04,7/18/2022 15:29:10,7/18/2022 18:06:56,7/18/2022 22:58:23,7/18/2022 23:45:21
7/18/2022 12:44:00,7/18/2022 16:21:23,7/18/2022 21:21:19,7/18/2022 23:59:37,7/19/2022 4:55:13,7/19/2022 5:41:50,7/19/2022 5:57:00,7/19/2022 8:22:29
7/18/2022 13:52:21,7/18/2022 17:25:19,7/18/2022 21:00:48,7/18/2022 22:51:50,7/19/2022 3:10:10,7/19/2022 8:09:23,7/19/2022 11:09:29,7/19/2022 14:52:03
7/18/2022 14:20:28,7/18/2022 16:52:33,7/18/2022 18:23:00,7/18/2022 22:57:15,7/18/2022 23:53:07,7/19/2022 1:51:54,7/19/2022 6:14:41,7/19/2022 11:02:58
7/18/2022 15:37:47,7/18/2022 16:40:40,7/18/2022 16:48:37,7/18/2022 18:20:45,7/18/2022 23:07:37,7/19/2022 0:59:26,7/19/2022 4:30:28,7/19/2022 6:31:12
7/18/2022 16:35:06,7/18/2022 17:48:13,7/18/2022 18:48:24,7/18/2022 19:29:30,7/18/2022 21:40:17,7/19/2022 0:42:22,7/19/2022 2:22:00,7/19/2022 5:48:41
7/18/2022 17:14:48,7/18/2022 19:22:03,7/18/2022 21:44:32,7/18/2022 22:31:52,7/19/2022 1:55:50,7/19/2022 6:22:05,7/19/2022 7:45:36,7/19/2022 10:42:33
7/18/2022 17:31:13,7/18/2022 21:58:13,7/19/2022 1:44:28,7/19/2022 4:42:07,7/19/2022 7:36:35,7/19/2022 9:43:16,7/19/2022 11:00:49,7/19/2022 14:03:12
7/18/2022 17:36:52,7/18/2022 18:51:38,7/18/2022 19:22:59,7/18/2022 21:48:29,7/19/2022 0:23:44,7/19/2022 4:16:50,7/19/2022 8:44:33,7/19/2022 12:46:29
7/18/2022 18:15:23,7/18/2022 21:26:35,7/18/2022 23:16:24,7/19/2022 2:32:17,7/19/2022 5:06:38,7/19/2022 5:45:53,7/19/2022 6:19:03,7/19/2022 6:20:03
7/18/2022 20:07:36,7/18/2022 23:07:49,7/19/2022 2:15:12,7/19/2022 6:47:29,7/19/2022 7:42:48,7/19/2022 8:46:03,7/19/2022 13:36:55,7/19/2022 14:37:14
7/18/2022 21:38:39,7/19/2022 1:55:14,7/19/2022 2:15:07,7/19/2022 6:48:16,7/19/2022 10:00:04,7/19/2022 11:57:48,7/19/2022 12:04:13,7/19/2022 16:18:54
7/18/2022 22:03:01,7/18/2022 22:52:03,7/19/2022 1:51:01,7/19/2022 5:54:25,7/19/2022 10:29:52,7/19/2022 15:21:50,7/19/2022 18:58:19,7/19/2022 21:58:55
7/18/2022 23:52:38,7/19/2022 2:09:56,7/19/2022 5:21:48,7/19/2022 7:46:44,7/19/2022 12:06:58,7/19/2022 13:25:05,7/19/2022 17:20:02,7/19/2022 20:27:42
7/19/2022 0:13:32,7/19/2022 0:54:59,7/19/2022 4:35:22,7/19/2022 4:36:37,7/19/2022 6:57:30,7/19/2022 11:50:26,7/19/2022 15:50:51,7/19/2022 16:28:42
7/19/2022 1:10:11,7/19/2022 5:58:46,7/19/2022 7:04:48,7/19/2022 8:06:25,7/19/2022 8:31:22,7/19/2022 9:24:24,7/19/2022 12:08:34,7/19/2022 14:22:03
7/19/2022 2:04:35,7/19/2022 2:06:23,7/19/2022 5:42:26,7/19/2022 6:15:45,7/19/2022 6:41:52,7/19/2022 11:19:44,7/19/2022 15:23:55,7/19/2022 18:00:25
7/19/2022 3:12:22,7/19/2022 8:12:21,7/19/2022 10:52:13,7/19/2022 12:53:11,7/19/2022 15:26:32,7/19/2022 15:46:19,7/19/2022 20:12:31,7/19/2022 22:12:28
7/19/2022 3:52:34,7/19/2022 6:34:04,7/19/2022 9:08:09,7/19/2022 9:48:07,7/19/2022 10:47:02,7/19/2022 12:55:08,7/19/2022 15:28:04,7/19/2022 16:29:08
7/19/2022 4:41:27,7/19/2022 7:08:51,7/19/2022 8:03:05,7/19/2022 11:12:40,7/19/2022 15:08:31,7/19/2022 19:07:26,7/19/2022 22:56:50,7/20/2022 1:07:30
7/19/2022 5:26:29,7/19/2022 10:11:42,7/19/2022 14:55:26,7/19/2022 16:41:32,7/19/2022 19:56:38,7/19/2022 20:53:26,7/20/2022 1:09:14,7/20/2022 4:22:12
7/19/2022 6:29:10,7/19/2022 7:59:58,7/19/2022 10:08:31,7/19/2022 14:31:38,7/19/2022 18:58:58,7/19/2022 21:47:15,7/20/2022 1:55:01,7/20/2022 5:17:41
7/19/2022 7:34:09,7/19/2022 9:18:46,7/19/2022 10:41:03,7/19/2022 14:40:11,7/19/2022 15:24:27,7/19/2022 16:58:33,7/19/2022 17:00:32,7/19/2022 21:20:29
7/19/2022 8:42:29,7/19/2022 12:14:53,7/19/2022 15:21:38,7/19/2022 18:57:08,7/19/2022 20:06:14,7/19/2022 22:13:08,7/20/2022 2:36:07,7/20/2022 2:40:20
7/19/2022 10:06:23,7/19/2022 13:42:44,7/19/2022 13:46:32,7/19/2022 16:59:25,7/19/2022 17:37:41,7/19/2022 21:10:37,7/20/2022 2:04:37,7/20/2022 6:23:41
7/19/2022 11:20:46,7/19/2022 15:23:36,7/19/2022 15:30:37,7/19/2022 15:51:14,7/19/2022 18:45:47,7/19/2022 22:37:38,7/20/2022 2:40:05,7/20/2022 5:42:01
7/19/2022 11:31:06,7/19/2022 14:33:47,7/19/2022 17:49:57,7/19/2022 19:36:32,7/19/2022 20:59:57,7/19/2022 23:40:35,7/20/2022 4:13:19,7/20/2022 5:13:22
7/19/2022 12:35:44,7/19/2022 14:11:15,7/19/2022 18:13:02,7/19/2022 21:10:25,7/20/2022 1:34:32,7/20/2022 5:06:45,7/20/2022 6:54:30,7/20/2022 11:00:34
7/19/2022 12:59:40,7/19/2022 17:31:55,7/19/2022 19:10:05,7/19/2022 21:19:13,7/19/2022 22:07:57,7/20/2022 0:57:23,7/20/2022 5:36:15,7/20/2022 5:43:20
7/19/2022 13:57:14,7/19/2022 16:21:28,7/19/2022 21:11:28,7/20/2022 1:20:40,7/20/2022 4:32:55,7/20/2022 5:42:11,7/20/2022 8:06:19,7/20/2022 11:27:23
7/19/2022 14:02:13,7/19/2022 16:57:44,7/19/2022 20:46:29,7/20/2022 0:54:50,7/20/2022 2:42:33,7/20/2022 7:00:14,7/20/2022 10:02:02,7/20/2022 11:44:15
7/19/2022 15:29:51,7/19/2022 17:34:45,7/19/2022 20:44:44,7/19/2022 21:52:18,7/20/2022 0:24:44,7/20/2022 4:48:00,7/20/2022 9:43:33,7/20/2022 12:21:49
7/19/2022 16:13:46,7/19/2022 16:41:05,7/19/2022 20:17:24,7/20/2022 0:17:35,7/20/2022 2:21:48,7/20/2022 6:45:31,7/20/2022 8:33:35,7/20/2022 9:59:39
7/19/2022 18:01:43,7/19/2022 18:43:58,7/19/2022 22:24:25,7/20/2022 2:34:41,7/20/2022 2:43:50,7/20/2022 3:36:34,7/20/2022 8:27:16,7/20/2022 10:54:09
7/19/2022 18:40:24,7/19/2022 22:15:39,7/19/2022 22:17:02,7/20/2022 2:27:21,7/20/2022 5:53:17,7/20/2022 7:32:08,7/20/2022 10:53:33,7/20/2022 11:06:45
7/19/2022 20:20:26,7/19/2022 22:35:32,7/20/2022 1:27:36,7/20/2022 6:17:20,7/20/2022 7:34:37,7/20/2022 9:23:02,7/20/2022 10:53:30,7/20/2022 13:06:42
7/19/2022 21:22:29,7/20/2022 0:35:25,7/20/2022 1:03:27,7/20/2022 2:59:05,7/20/2022 6:39:52,7/20/2022 7:54:34,7/20/2022 12:11:39,7/20/2022 16:04:25
7/19/2022 22:09:27,7/19/2022 22:33:45,7/19/2022 23:41:09,7/20/2022 2:07:05,7/20/2022 2:24:07,7/20/2022 6:01:44,7/20/2022 9:54:14,7/20/2022 12:02:14
7/19/2022 23:14:27,7/20/2022 1:37:38,7/20/2022 6:25:27,7/20/2022 9:59:20,7/20/2022 11:24:24,7/20/2022 11:41:13,7/20/2022 15:00:09,7/20/2022 16:47:56
7/20/2022 1:06:45,7/20/2022 4:31:03,7/20/2022 4:44:00,7/20/2022 7:03:18,7/20/2022 11:39:48,7/20/2022 15:38:58,7/20/2022 17:33:13,7/20/2022 21:32:27
7/20/2022 1:42:35,7/20/2022 2:35:50,7/20/2022 6:11:19,7/20/2022 6:47:41,7/20/2022 11:22:19,7/20/2022 16:18:52,7/20/2022 17:10:38,7/20/2022 19:18:24
7/20/2022 2:11:21,7/20/2022 4:50:48,7/20/2022 8:33:49,7/20/2022 10:03:18,7/20/2022 11:25:06,7/20/2022 12:13:56,7/20/2022 14:04:54,7/20/2022 16:45:40
